vehicle_id,station_id,vehicle_type,status,rides_since_last_treated,last_treated_date
V011330,603,scooter,available,1,2025-01-04
V011331,603,bicycle,available,5,2025-01-02
V011332,603,bicycle,available,9,2025-03-27
V011333,603,scooter,available,2,2025-03-12
V011334,603,bicycle,available,8,2025-02-20
V011335,603,electric_bicycle,available,7,2025-02-20
V011336,603,electric_bicycle,degraded,1,2025-03-09
V011337,603,electric_bicycle,available,5,2025-02-03
V011338,603,electric_bicycle,available,4,2025-01-15
V011339,603,electric_bicycle,available,9,2025-02-25
V011340,603,electric_bicycle,available,10,2025-04-01
V011341,603,scooter,available,9,2025-03-17
V011342,603,scooter,available,4,2025-01-30
V011343,603,scooter,available,2,2025-02-18
V011344,603,scooter,available,2,2025-03-21
V011345,603,scooter,available,2,2025-03-21
V011346,603,scooter,available,7,2025-02-17
V011347,604,bicycle,available,5,2025-02-02
V011348,604,bicycle,available,1,2025-03-10
V011349,604,scooter,available,3,2025-01-11
V011350,604,electric_bicycle,available,4,2025-03-14
V011351,604,electric_bicycle,available,5,2025-03-11
V011352,604,scooter,available,10,2025-01-17
V011353,604,electric_bicycle,available,0,2025-01-18
V011354,604,bicycle,available,9,2025-01-20
V011355,604,bicycle,available,1,2025-03-19
V011356,604,electric_bicycle,available,3,2025-03-26
V011357,604,electric_bicycle,degraded,1,2025-03-06
V011358,604,scooter,available,4,2025-02-13
V011359,604,bicycle,available,7,2025-01-29
V011360,604,electric_bicycle,available,0,2025-01-04
V011361,605,electric_bicycle,available,0,2025-02-21
V011362,605,scooter,available,10,2025-03-09
V011363,605,scooter,available,4,2025-03-30
V011364,605,electric_bicycle,available,7,2025-03-14
V011365,605,electric_bicycle,available,1,2025-02-06
V011366,605,electric_bicycle,available,1,2025-01-25
V011367,605,bicycle,available,1,2025-03-11
V011368,605,scooter,degraded,7,2025-01-06
V011369,605,bicycle,available,8,2025-03-21
V011370,605,electric_bicycle,degraded,6,2025-01-31
V011371,605,bicycle,available,4,2025-02-15
V011372,605,scooter,degraded,9,2025-03-04
V011373,605,bicycle,available,9,2025-03-19
V011374,606,scooter,available,4,2025-01-31
V011375,606,scooter,available,1,2025-02-01
V011376,606,scooter,available,9,2025-02-09
V011377,606,electric_bicycle,available,0,2025-02-17
V011378,606,bicycle,available,8,2025-01-23
V011379,606,scooter,available,2,2025-01-06
V011380,606,electric_bicycle,available,6,2025-03-04
V011381,606,bicycle,available,1,2025-01-31
V011382,606,scooter,available,1,2025-03-24
V011383,606,electric_bicycle,available,8,2025-02-27
V011384,606,electric_bicycle,degraded,3,2025-01-13
V011385,606,electric_bicycle,available,9,2025-01-26
V011386,606,scooter,available,6,2025-01-06
V011387,606,bicycle,degraded,7,2025-01-20
V011388,606,electric_bicycle,degraded,6,2025-02-25
V011389,607,electric_bicycle,available,5,2025-03-15
V011390,607,scooter,available,3,2025-01-03
V011391,607,scooter,degraded,10,2025-02-06
V011392,607,electric_bicycle,available,7,2025-01-02
V011393,607,bicycle,available,8,2025-03-21
V011394,607,electric_bicycle,available,6,2025-02-27
V011395,607,bicycle,available,10,2025-01-30
V011396,607,bicycle,available,4,2025-03-21
V011397,607,bicycle,available,3,2025-01-15
V011398,607,bicycle,available,5,2025-03-29
V011399,607,scooter,available,9,2025-02-04
V011400,608,bicycle,available,1,2025-01-09
V011401,608,bicycle,available,1,2025-02-17
V011402,608,scooter,available,6,2025-03-11
V011403,608,electric_bicycle,available,4,2025-02-18
V011404,608,bicycle,available,5,2025-02-25
V011405,608,electric_bicycle,available,8,2025-02-17
V011406,608,scooter,available,4,2025-03-26
V011407,608,bicycle,available,7,2025-03-22
V011408,608,bicycle,available,0,2025-02-15
V011409,608,electric_bicycle,available,1,2025-03-27
V011410,608,bicycle,available,2,2025-03-23
V011411,609,scooter,available,8,2025-01-26
V011412,609,scooter,available,3,2025-01-29
V011413,609,electric_bicycle,available,3,2025-02-20
V011414,609,scooter,available,6,2025-02-02
V011415,609,electric_bicycle,available,10,2025-01-10
V011416,609,scooter,available,1,2025-01-04
V011417,609,scooter,available,10,2025-01-26
V011418,609,bicycle,available,4,2025-02-14
V011419,609,bicycle,available,2,2025-02-25
V011420,609,electric_bicycle,available,8,2025-03-02
V011421,609,scooter,degraded,8,2025-03-07
V011422,609,electric_bicycle,available,2,2025-01-22
V011423,609,bicycle,degraded,7,2025-01-23
V011424,609,electric_bicycle,available,9,2025-02-14
V011425,609,scooter,available,3,2025-03-28
V011426,609,scooter,available,6,2025-01-21
V011427,609,bicycle,available,7,2025-03-07
V011428,609,electric_bicycle,available,9,2025-01-21
V011429,609,bicycle,degraded,8,2025-01-17
V011430,609,bicycle,available,2,2025-03-29
V011431,609,bicycle,available,9,2025-02-15
V011432,609,bicycle,available,4,2025-02-12
V011433,609,electric_bicycle,available,1,2025-01-02
V011434,609,electric_bicycle,degraded,9,2025-02-22
V011435,609,scooter,degraded,9,2025-02-02
V011436,609,bicycle,degraded,1,2025-03-16
V011437,609,electric_bicycle,available,9,2025-02-18
V011438,610,electric_bicycle,available,7,2025-02-17
V011439,610,bicycle,available,8,2025-01-23
V011440,610,electric_bicycle,available,4,2025-01-16
V011441,610,scooter,available,2,2025-02-07
V011442,610,electric_bicycle,available,1,2025-02-07
V011443,610,electric_bicycle,available,3,2025-03-02
V011444,610,bicycle,available,6,2025-02-02
V011445,610,scooter,available,5,2025-01-18
V011446,610,electric_bicycle,available,8,2025-02-18
V011447,610,bicycle,available,3,2025-02-08
V011448,610,bicycle,available,3,2025-01-01
V011449,610,electric_bicycle,available,2,2025-02-09
V011450,610,bicycle,degraded,9,2025-01-04
V011451,610,bicycle,available,1,2025-02-08
V011452,610,electric_bicycle,available,6,2025-02-22
V011453,610,scooter,available,0,2025-03-05
V011454,610,scooter,available,1,2025-02-05
V011455,610,bicycle,available,0,2025-01-02
V011456,610,scooter,available,8,2025-01-16
V011457,610,bicycle,degraded,7,2025-03-18
V011458,610,electric_bicycle,available,1,2025-02-15
V011459,610,scooter,available,1,2025-02-10
V011460,610,scooter,available,8,2025-01-25
V011461,610,bicycle,available,1,2025-03-14
V011462,610,scooter,available,3,2025-01-31
V011463,611,bicycle,available,2,2025-01-13
V011464,611,scooter,available,1,2025-02-21
V011465,611,electric_bicycle,available,0,2025-02-10
V011466,611,electric_bicycle,available,6,2025-01-11
V011467,611,electric_bicycle,degraded,1,2025-01-02
V011468,611,electric_bicycle,available,5,2025-03-05
V011469,611,scooter,available,6,2025-01-15
V011470,611,scooter,available,4,2025-03-04
V011471,611,electric_bicycle,available,4,2025-01-03
V011472,611,scooter,available,0,2025-03-28
V011473,611,electric_bicycle,available,2,2025-02-15
V011474,611,scooter,available,6,2025-03-11
V011475,611,scooter,available,0,2025-01-18
V011476,611,electric_bicycle,available,1,2025-02-27
V011477,611,scooter,available,7,2025-03-04
V011478,611,electric_bicycle,available,9,2025-01-03
V011479,611,scooter,available,6,2025-03-11
V011480,611,electric_bicycle,available,0,2025-01-21
V011481,611,scooter,available,0,2025-02-24
V011482,612,electric_bicycle,available,0,2025-01-22
V011483,612,bicycle,degraded,6,2025-03-31
V011484,612,bicycle,available,1,2025-03-21
V011485,612,electric_bicycle,degraded,8,2025-01-01
V011486,612,scooter,available,5,2025-03-24
V011487,612,scooter,available,0,2025-02-24
V011488,612,bicycle,degraded,9,2025-02-16
V011489,612,electric_bicycle,available,3,2025-03-28
V011490,612,electric_bicycle,available,2,2025-01-03
V011491,612,bicycle,degraded,7,2025-03-09
V011492,612,bicycle,degraded,9,2025-01-25
V011493,612,electric_bicycle,degraded,7,2025-03-04
V011494,612,electric_bicycle,available,10,2025-02-26
V011495,612,scooter,available,3,2025-01-26
V011496,613,electric_bicycle,available,9,2025-03-25
V011497,613,bicycle,available,5,2025-01-27
V011498,613,electric_bicycle,available,7,2025-01-25
V011499,613,bicycle,available,0,2025-02-14
V011500,613,electric_bicycle,available,2,2025-02-12
V011501,613,bicycle,degraded,6,2025-01-01
V011502,613,scooter,available,8,2025-02-06
V011503,613,bicycle,available,5,2025-02-02
V011504,613,electric_bicycle,available,5,2025-02-20
V011505,613,bicycle,available,4,2025-02-02
V011506,613,electric_bicycle,available,8,2025-03-10
V011507,613,scooter,available,2,2025-02-02
V011508,613,bicycle,available,1,2025-03-06
V011509,613,bicycle,available,9,2025-01-30
V011510,614,electric_bicycle,available,4,2025-01-26
V011511,614,bicycle,available,6,2025-03-19
V011512,614,bicycle,available,3,2025-02-26
V011513,614,electric_bicycle,available,6,2025-02-14
V011514,614,bicycle,available,9,2025-02-11
V011515,614,electric_bicycle,available,2,2025-02-01
V011516,614,bicycle,available,0,2025-03-21
V011517,614,scooter,available,3,2025-02-02
V011518,614,electric_bicycle,available,3,2025-03-18
V011519,614,electric_bicycle,available,4,2025-03-25
V011520,614,scooter,degraded,3,2025-03-27
V011521,614,electric_bicycle,degraded,3,2025-01-09
V011522,614,electric_bicycle,available,5,2025-03-10
V011523,614,electric_bicycle,available,4,2025-02-26
V011524,614,electric_bicycle,available,6,2025-02-18
V011525,614,electric_bicycle,available,0,2025-02-27
V011526,614,bicycle,available,4,2025-03-16
V011527,614,electric_bicycle,available,4,2025-03-23
V011528,614,scooter,available,3,2025-02-09
V011529,614,scooter,available,4,2025-02-03
V011530,614,scooter,available,3,2025-01-09
V011531,614,bicycle,available,0,2025-01-25
V011532,614,scooter,available,5,2025-01-25
V011533,614,bicycle,available,10,2025-01-05
V011534,615,scooter,available,0,2025-02-03
V011535,615,electric_bicycle,available,8,2025-02-18
V011536,615,electric_bicycle,available,9,2025-03-24
V011537,615,bicycle,available,1,2025-01-09
V011538,615,electric_bicycle,available,3,2025-03-24
V011539,616,scooter,available,3,2025-01-21
V011540,616,scooter,degraded,8,2025-03-20
V011541,616,electric_bicycle,available,1,2025-01-17
V011542,616,electric_bicycle,available,6,2025-03-29
V011543,616,scooter,available,1,2025-03-17
V011544,616,scooter,available,3,2025-01-09
V011545,616,electric_bicycle,available,3,2025-01-13
V011546,616,scooter,available,2,2025-01-16
V011547,616,electric_bicycle,available,1,2025-02-05
V011548,616,scooter,available,5,2025-01-21
V011549,616,electric_bicycle,available,4,2025-01-16
V011550,616,scooter,available,5,2025-02-03
V011551,616,scooter,degraded,3,2025-02-12
V011552,616,bicycle,available,10,2025-03-19
V011553,616,electric_bicycle,degraded,10,2025-01-05
V011554,616,bicycle,available,0,2025-01-18
V011555,616,electric_bicycle,available,0,2025-03-30
V011556,616,electric_bicycle,available,6,2025-02-14
V011557,616,scooter,available,4,2025-01-29
V011558,616,bicycle,available,3,2025-02-19
V011559,616,bicycle,available,9,2025-03-29
V011560,616,scooter,degraded,8,2025-02-22
V011561,617,bicycle,available,7,2025-03-29
V011562,617,scooter,available,0,2025-03-09
V011563,617,scooter,available,4,2025-03-25
V011564,617,scooter,degraded,9,2025-01-30
V011565,617,bicycle,available,7,2025-03-17
V011566,617,electric_bicycle,available,1,2025-01-04
V011567,617,scooter,available,6,2025-01-25
V011568,617,bicycle,available,1,2025-03-09
V011569,617,bicycle,available,1,2025-02-18
V011570,617,scooter,degraded,6,2025-02-05
V011571,617,bicycle,available,2,2025-01-17
V011572,617,scooter,available,8,2025-01-07
V011573,617,electric_bicycle,available,10,2025-01-31
V011574,617,electric_bicycle,available,1,2025-03-30
V011575,617,scooter,available,5,2025-03-05
V011576,617,scooter,available,7,2025-03-18
V011577,617,bicycle,available,6,2025-03-28
V011578,617,bicycle,available,7,2025-01-23
V011579,617,electric_bicycle,available,4,2025-01-16
V011580,617,electric_bicycle,available,4,2025-03-14
V011581,617,scooter,available,10,2025-02-10
V011582,617,bicycle,available,10,2025-03-10
V011583,617,electric_bicycle,available,9,2025-03-15
V011584,618,scooter,available,1,2025-01-24
V011585,618,electric_bicycle,available,6,2025-01-12
V011586,618,electric_bicycle,degraded,9,2025-01-26
V011587,618,scooter,available,5,2025-02-07
V011588,618,bicycle,available,6,2025-02-20
V011589,618,scooter,available,10,2025-03-27
V011590,618,scooter,available,3,2025-01-22
V011591,618,scooter,available,3,2025-01-23
V011592,618,electric_bicycle,available,4,2025-02-09
V011593,618,electric_bicycle,available,0,2025-03-08
V011594,618,electric_bicycle,available,7,2025-03-01
V011595,618,bicycle,available,3,2025-02-05
V011596,618,bicycle,available,1,2025-02-14
V011597,618,electric_bicycle,available,5,2025-03-25
V011598,618,electric_bicycle,available,9,2025-03-17
V011599,618,scooter,available,6,2025-01-19
V011600,618,bicycle,degraded,9,2025-03-07
V011601,618,scooter,available,9,2025-02-05
V011602,618,scooter,available,3,2025-01-11
V011603,619,scooter,available,3,2025-03-06
V011604,619,electric_bicycle,available,10,2025-02-15
V011605,619,bicycle,degraded,7,2025-03-23
V011606,619,bicycle,available,7,2025-01-15
V011607,619,scooter,available,2,2025-02-22
V011608,619,bicycle,degraded,2,2025-03-10
V011609,619,electric_bicycle,available,6,2025-01-27
V011610,619,bicycle,available,1,2025-02-09
V011611,619,bicycle,degraded,10,2025-01-02
V011612,619,scooter,available,4,2025-02-12
V011613,619,bicycle,available,3,2025-03-24
V011614,619,electric_bicycle,available,2,2025-01-06
V011615,619,electric_bicycle,degraded,10,2025-02-26
V011616,619,bicycle,available,2,2025-03-12
V011617,619,bicycle,available,10,2025-01-04
V011618,619,electric_bicycle,available,8,2025-03-03
V011619,619,bicycle,available,2,2025-03-28
V011620,620,bicycle,available,5,2025-01-08
V011621,620,bicycle,available,6,2025-02-04
V011622,620,electric_bicycle,available,10,2025-01-11
V011623,620,electric_bicycle,available,10,2025-02-06
V011624,620,scooter,available,9,2025-01-11
V011625,620,bicycle,degraded,7,2025-03-30
V011626,620,electric_bicycle,available,9,2025-03-25
V011627,620,scooter,degraded,9,2025-01-08
V011628,620,scooter,available,1,2025-02-17
V011629,620,bicycle,available,0,2025-01-31
V011630,621,electric_bicycle,available,7,2025-01-02
V011631,621,bicycle,available,7,2025-02-21
V011632,621,scooter,degraded,9,2025-02-28
V011633,621,scooter,available,5,2025-01-03
V011634,621,scooter,degraded,9,2025-02-16
V011635,621,electric_bicycle,available,3,2025-02-21
V011636,621,electric_bicycle,available,2,2025-03-20
V011637,621,scooter,degraded,8,2025-02-13
V011638,621,scooter,available,4,2025-02-17
V011639,621,bicycle,degraded,10,2025-02-03
V011640,621,bicycle,available,7,2025-03-04
V011641,621,scooter,available,3,2025-03-15
V011642,621,electric_bicycle,available,6,2025-01-13
V011643,621,scooter,degraded,4,2025-02-03
V011644,621,scooter,available,4,2025-02-14
V011645,621,scooter,available,1,2025-01-04
V011646,621,electric_bicycle,degraded,1,2025-01-13
V011647,621,bicycle,available,7,2025-03-07
V011648,621,bicycle,degraded,7,2025-02-17
V011649,621,bicycle,available,10,2025-03-13
V011650,621,bicycle,available,3,2025-01-01
V011651,621,scooter,available,6,2025-03-20
V011652,622,bicycle,available,2,2025-03-27
V011653,622,bicycle,available,6,2025-01-18
V011654,622,bicycle,available,3,2025-01-26
V011655,622,bicycle,available,4,2025-03-08
V011656,622,bicycle,available,1,2025-04-01
V011657,622,bicycle,available,0,2025-01-08
V011658,622,scooter,available,4,2025-02-18
V011659,622,electric_bicycle,available,9,2025-01-17
V011660,622,electric_bicycle,available,3,2025-03-17
V011661,622,bicycle,available,6,2025-02-22
V011662,623,bicycle,available,10,2025-02-16
V011663,623,bicycle,available,4,2025-03-10
V011664,623,bicycle,degraded,7,2025-01-13
V011665,623,scooter,available,5,2025-02-08
V011666,623,bicycle,available,6,2025-02-07
V011667,623,electric_bicycle,available,4,2025-03-11
V011668,623,scooter,available,0,2025-01-20
V011669,623,electric_bicycle,available,3,2025-03-07
V011670,623,scooter,available,5,2025-03-03
V011671,623,bicycle,degraded,9,2025-01-19
V011672,623,scooter,available,6,2025-03-06
V011673,623,electric_bicycle,available,1,2025-01-31
V011674,623,bicycle,available,0,2025-02-24
V011675,623,bicycle,available,9,2025-01-08
V011676,623,scooter,available,0,2025-02-21
V011677,623,bicycle,available,4,2025-02-21
V011678,623,bicycle,available,1,2025-02-07
V011679,623,scooter,available,3,2025-03-16
V011680,623,bicycle,degraded,8,2025-01-06
V011681,623,bicycle,available,4,2025-03-30
V011682,623,electric_bicycle,available,0,2025-03-23
V011683,623,electric_bicycle,available,6,2025-03-20
V011684,624,scooter,available,8,2025-02-20
V011685,624,bicycle,available,9,2025-03-09
V011686,624,scooter,available,9,2025-01-22
V011687,624,scooter,available,3,2025-02-07
V011688,624,electric_bicycle,available,4,2025-02-05
V011689,624,bicycle,available,8,2025-03-17
V011690,625,scooter,available,7,2025-01-11
V011691,625,scooter,degraded,9,2025-03-20
V011692,625,bicycle,available,10,2025-03-23
V011693,625,bicycle,available,0,2025-02-25
V011694,625,bicycle,available,5,2025-01-25
V011695,625,electric_bicycle,degraded,8,2025-03-10
V011696,625,scooter,degraded,9,2025-01-09
V011697,625,bicycle,available,4,2025-02-10
V011698,625,electric_bicycle,available,5,2025-02-08
V011699,625,bicycle,available,8,2025-01-17
V011700,625,bicycle,available,6,2025-03-07
V011701,625,electric_bicycle,degraded,1,2025-01-07
V011702,625,bicycle,available,1,2025-02-14
V011703,625,scooter,degraded,2,2025-03-22
V011704,625,electric_bicycle,available,2,2025-02-27
V011705,625,electric_bicycle,available,10,2025-03-12
V011706,625,electric_bicycle,available,6,2025-03-22
V011707,626,electric_bicycle,degraded,5,2025-01-11
V011708,626,scooter,available,4,2025-04-01
V011709,626,bicycle,available,7,2025-03-20
V011710,626,bicycle,degraded,7,2025-02-27
V011711,626,bicycle,available,8,2025-01-01
V011712,626,bicycle,available,1,2025-03-13
V011713,626,electric_bicycle,available,3,2025-03-10
V011714,626,bicycle,available,4,2025-02-24
V011715,626,scooter,available,1,2025-03-19
V011716,627,bicycle,available,7,2025-02-04
V011717,627,scooter,available,4,2025-02-23
V011718,627,electric_bicycle,degraded,7,2025-02-02
V011719,627,electric_bicycle,degraded,6,2025-02-22
V011720,627,scooter,available,1,2025-01-05
V011721,627,electric_bicycle,available,1,2025-01-23
V011722,627,bicycle,available,2,2025-01-21
V011723,627,bicycle,available,5,2025-03-16
V011724,627,bicycle,degraded,7,2025-02-13
V011725,628,electric_bicycle,available,10,2025-02-27
V011726,628,electric_bicycle,available,7,2025-03-04
V011727,628,scooter,available,3,2025-03-31
V011728,628,bicycle,available,7,2025-02-27
V011729,628,scooter,available,8,2025-02-13
V011730,628,bicycle,available,1,2025-02-27
V011731,628,bicycle,available,6,2025-02-12
V011732,628,electric_bicycle,available,3,2025-03-22
V011733,628,bicycle,available,7,2025-01-21
V011734,628,scooter,available,1,2025-02-18
V011735,628,bicycle,available,5,2025-03-14
V011736,628,electric_bicycle,available,5,2025-03-04
V011737,629,scooter,available,8,2025-01-08
V011738,629,electric_bicycle,available,2,2025-01-25
V011739,629,electric_bicycle,degraded,10,2025-03-15
V011740,629,electric_bicycle,available,2,2025-03-17
V011741,629,scooter,available,2,2025-01-18
V011742,629,electric_bicycle,available,2,2025-01-18
V011743,629,electric_bicycle,degraded,9,2025-03-21
V011744,629,electric_bicycle,available,2,2025-03-09
V011745,629,bicycle,available,8,2025-01-28
V011746,629,scooter,available,3,2025-02-19
V011747,629,bicycle,available,5,2025-03-03
V011748,629,scooter,available,4,2025-02-26
V011749,629,scooter,available,8,2025-02-26
V011750,629,bicycle,available,4,2025-03-08
V011751,629,scooter,available,3,2025-02-22
V011752,629,bicycle,available,9,2025-01-29
V011753,629,bicycle,available,4,2025-01-01
V011754,629,electric_bicycle,available,3,2025-02-20
V011755,629,scooter,available,0,2025-02-06
V011756,629,electric_bicycle,available,4,2025-01-06
V011757,629,scooter,degraded,8,2025-02-14
V011758,629,electric_bicycle,available,2,2025-02-28
V011759,629,bicycle,available,4,2025-02-24
V011760,629,scooter,available,6,2025-02-16
V011761,629,scooter,degraded,10,2025-01-05
V011762,629,scooter,available,0,2025-01-01
V011763,629,scooter,available,9,2025-03-31
V011764,629,bicycle,available,6,2025-02-02
V011765,629,bicycle,available,2,2025-02-06
V011766,630,scooter,available,9,2025-02-14
V011767,630,electric_bicycle,available,10,2025-01-18
V011768,630,scooter,degraded,10,2025-02-02
V011769,630,electric_bicycle,available,0,2025-01-29
V011770,630,electric_bicycle,available,5,2025-03-01
V011771,630,bicycle,available,4,2025-02-17
V011772,630,bicycle,available,10,2025-02-27
V011773,630,scooter,degraded,9,2025-03-03
V011774,630,electric_bicycle,available,9,2025-03-22
V011775,630,scooter,degraded,5,2025-01-14
V011776,630,bicycle,degraded,10,2025-01-28
V011777,630,scooter,available,5,2025-01-27
V011778,630,bicycle,available,1,2025-03-24
V011779,630,electric_bicycle,available,1,2025-01-17
V011780,630,scooter,available,0,2025-02-25
V011781,630,bicycle,available,2,2025-03-17
V011782,630,electric_bicycle,available,1,2025-01-29
V011783,630,electric_bicycle,available,3,2025-01-19
V011784,630,electric_bicycle,available,2,2025-02-13
V011785,630,electric_bicycle,available,0,2025-01-28
V011786,631,electric_bicycle,available,7,2025-01-30
V011787,631,bicycle,available,7,2025-02-23
V011788,631,scooter,available,8,2025-01-15
V011789,631,electric_bicycle,available,5,2025-01-07
V011790,631,scooter,available,1,2025-01-04
V011791,631,electric_bicycle,available,7,2025-01-26
V011792,631,bicycle,degraded,8,2025-02-24
V011793,631,scooter,degraded,2,2025-03-14
V011794,631,scooter,degraded,10,2025-02-26
V011795,631,scooter,degraded,9,2025-02-03
V011796,631,electric_bicycle,available,4,2025-03-10
V011797,632,electric_bicycle,available,0,2025-02-03
V011798,632,electric_bicycle,available,8,2025-01-27
V011799,632,electric_bicycle,available,9,2025-02-02
V011800,632,scooter,available,5,2025-01-20
V011801,632,electric_bicycle,degraded,7,2025-01-19
V011802,632,bicycle,degraded,10,2025-03-09
V011803,632,bicycle,available,9,2025-02-28
V011804,632,bicycle,degraded,7,2025-01-25
V011805,632,scooter,available,0,2025-03-13
V011806,632,scooter,available,9,2025-03-07
V011807,632,bicycle,available,1,2025-02-24
V011808,633,scooter,available,8,2025-01-05
V011809,633,electric_bicycle,degraded,7,2025-03-08
V011810,633,scooter,available,5,2025-02-06
V011811,633,bicycle,available,2,2025-01-12
V011812,633,scooter,available,8,2025-03-05
V011813,633,bicycle,available,5,2025-03-09
V011814,633,electric_bicycle,available,4,2025-02-22
V011815,633,electric_bicycle,available,5,2025-02-03
V011816,633,bicycle,degraded,8,2025-02-17
V011817,633,bicycle,available,1,2025-01-08
V011818,633,electric_bicycle,degraded,8,2025-02-27
V011819,633,scooter,available,9,2025-02-18
V011820,634,electric_bicycle,available,4,2025-03-18
V011821,634,bicycle,available,1,2025-03-01
V011822,634,bicycle,degraded,10,2025-02-08
V011823,634,electric_bicycle,available,3,2025-02-15
V011824,634,scooter,available,5,2025-04-01
V011825,634,bicycle,available,4,2025-03-31
V011826,634,scooter,available,1,2025-03-11
V011827,634,electric_bicycle,available,2,2025-02-13
V011828,634,bicycle,available,7,2025-03-19
V011829,634,bicycle,degraded,10,2025-01-16
V011830,634,bicycle,available,0,2025-02-10
V011831,634,electric_bicycle,available,7,2025-03-23
V011832,634,scooter,available,4,2025-01-09
V011833,634,scooter,available,0,2025-03-24
V011834,634,bicycle,available,2,2025-01-22
V011835,634,electric_bicycle,available,0,2025-01-08
V011836,635,bicycle,available,0,2025-03-15
V011837,635,bicycle,degraded,7,2025-03-30
V011838,635,scooter,available,1,2025-01-22
V011839,635,bicycle,available,5,2025-03-24
V011840,635,electric_bicycle,available,9,2025-03-18
V011841,635,electric_bicycle,degraded,7,2025-01-10
V011842,635,scooter,available,8,2025-03-18
V011843,635,electric_bicycle,degraded,9,2025-03-18
V011844,635,scooter,degraded,10,2025-02-21
V011845,635,electric_bicycle,available,4,2025-02-17
V011846,635,electric_bicycle,available,7,2025-02-20
V011847,635,scooter,available,5,2025-02-12
V011848,635,bicycle,available,0,2025-03-05
V011849,635,bicycle,degraded,8,2025-02-23
V011850,635,electric_bicycle,degraded,6,2025-02-18
V011851,635,scooter,available,1,2025-03-10
V011852,635,bicycle,available,0,2025-03-18
V011853,635,scooter,available,7,2025-03-14
V011854,635,bicycle,available,10,2025-03-30
V011855,635,bicycle,available,2,2025-02-02
V011856,635,scooter,degraded,8,2025-03-20
V011857,635,scooter,available,1,2025-01-24
V011858,635,bicycle,degraded,9,2025-01-07
V011859,635,electric_bicycle,available,0,2025-03-08
V011860,635,electric_bicycle,available,0,2025-02-02
V011861,635,bicycle,available,3,2025-01-25
V011862,635,electric_bicycle,available,4,2025-01-22
V011863,635,scooter,available,1,2025-01-17
V011864,635,bicycle,degraded,7,2025-02-18
V011865,635,electric_bicycle,available,3,2025-01-21
V011866,636,bicycle,available,10,2025-02-08
V011867,636,scooter,available,2,2025-03-11
V011868,636,bicycle,available,3,2025-03-09
V011869,636,electric_bicycle,available,2,2025-02-07
V011870,636,electric_bicycle,available,3,2025-01-30
V011871,636,electric_bicycle,available,6,2025-02-17
V011872,636,scooter,available,9,2025-02-18
V011873,636,bicycle,available,1,2025-02-05
V011874,636,bicycle,available,1,2025-01-16
V011875,636,bicycle,available,1,2025-03-19
V011876,636,scooter,available,8,2025-02-11
V011877,636,electric_bicycle,available,7,2025-02-02
V011878,636,bicycle,available,9,2025-03-26
V011879,636,scooter,available,5,2025-03-22
V011880,636,bicycle,available,5,2025-02-03
V011881,636,scooter,available,5,2025-01-25
V011882,636,scooter,available,6,2025-02-25
V011883,636,scooter,available,2,2025-02-08
V011884,636,scooter,available,4,2025-03-09
V011885,636,electric_bicycle,available,4,2025-02-12
V011886,636,electric_bicycle,available,4,2025-03-29
V011887,636,bicycle,available,9,2025-02-12
V011888,636,scooter,available,1,2025-01-23
V011889,636,scooter,available,5,2025-01-25
V011890,636,scooter,available,0,2025-02-12
V011891,637,electric_bicycle,available,9,2025-03-14
V011892,637,electric_bicycle,available,1,2025-01-11
V011893,637,electric_bicycle,available,3,2025-03-01
V011894,637,electric_bicycle,available,0,2025-01-13
V011895,637,scooter,available,6,2025-01-20
V011896,637,electric_bicycle,degraded,7,2025-01-30
V011897,637,scooter,available,6,2025-03-12
V011898,637,bicycle,degraded,7,2025-01-27
V011899,637,bicycle,available,5,2025-03-02
V011900,637,scooter,available,8,2025-02-20
V011901,637,electric_bicycle,available,1,2025-03-10
V011902,637,scooter,available,0,2025-03-17
V011903,637,electric_bicycle,available,7,2025-01-11
V011904,637,scooter,degraded,10,2025-01-28
V011905,637,scooter,available,2,2025-03-08
V011906,637,electric_bicycle,available,0,2025-03-02
V011907,637,electric_bicycle,available,4,2025-02-26
V011908,637,electric_bicycle,available,2,2025-02-19
V011909,637,scooter,degraded,7,2025-01-31
V011910,638,electric_bicycle,available,3,2025-02-07
V011911,638,scooter,available,3,2025-01-06
V011912,638,bicycle,available,4,2025-02-13
V011913,638,scooter,available,8,2025-02-27
V011914,638,scooter,available,9,2025-02-08
V011915,638,scooter,available,2,2025-03-28
V011916,638,scooter,available,7,2025-02-11
V011917,638,bicycle,available,2,2025-03-16
V011918,638,electric_bicycle,available,4,2025-03-03
V011919,638,electric_bicycle,degraded,8,2025-01-12
V011920,638,electric_bicycle,available,5,2025-01-10
V011921,638,bicycle,degraded,5,2025-01-20
V011922,638,bicycle,available,2,2025-03-12
V011923,638,scooter,degraded,10,2025-01-29
V011924,638,scooter,available,0,2025-01-28
V011925,638,bicycle,available,6,2025-02-21
V011926,638,scooter,available,9,2025-03-12
V011927,638,electric_bicycle,available,2,2025-01-30
V011928,638,electric_bicycle,available,4,2025-03-08
V011929,638,scooter,available,0,2025-01-21
V011930,638,bicycle,available,8,2025-03-26
V011931,638,electric_bicycle,available,3,2025-03-23
V011932,638,electric_bicycle,available,9,2025-02-08
V011933,638,electric_bicycle,available,1,2025-03-16
V011934,638,scooter,available,7,2025-02-15
V011935,638,electric_bicycle,available,5,2025-02-19
